Päivämäärä;Huopalahti (asema);Kaisaniemi;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto (Ooppera);Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Eteläesplanadi;Baana
pe 24 heinä 2015 21:00;41;66;0;88;45;85;74;1;59;116;71;55;29;65;35;69
pe 24 heinä 2015 22:00;31;46;0;66;31;77;43;0;29;83;73;62;30;48;31;40
pe 24 heinä 2015 23:00;16;32;0;46;6;41;25;2;26;32;59;60;20;31;42;21
la 25 heinä 2015 00:00;9;15;0;40;11;31;2;1;21;44;56;53;18;16;33;25
la 25 heinä 2015 01:00;8;12;0;34;5;16;11;0;11;27;40;53;11;12;31;24
la 25 heinä 2015 02:00;5;1;0;24;0;22;4;0;5;22;26;42;14;5;12;11
la 25 heinä 2015 03:00;0;8;0;12;2;6;3;0;6;11;26;21;7;1;12;8
la 25 heinä 2015 04:00;0;7;1;7;1;7;4;0;3;6;25;28;7;3;10;3
la 25 heinä 2015 05:00;7;10;0;13;5;13;2;0;5;5;9;4;5;4;4;6
la 25 heinä 2015 06:00;11;6;0;17;9;17;12;0;26;20;9;9;10;33;7;22
la 25 heinä 2015 07:00;17;18;0;29;8;30;33;0;23;20;17;12;11;33;18;10
la 25 heinä 2015 08:00;12;21;0;45;30;45;41;2;23;47;37;22;22;28;21;30
la 25 heinä 2015 09:00;45;42;0;104;50;80;82;4;44;81;80;38;36;56;41;34
la 25 heinä 2015 10:00;44;68;0;161;81;129;117;2;69;147;99;50;62;101;90;73
la 25 heinä 2015 11:00;80;85;0;225;79;167;219;6;85;186;163;54;79;120;109;161
la 25 heinä 2015 12:00;87;85;0;291;97;205;243;1;111;247;167;79;96;132;126;105
la 25 heinä 2015 13:00;96;108;0;293;168;241;287;2;135;246;167;124;128;133;162;153
la 25 heinä 2015 14:00;106;126;0;335;130;245;275;8;141;218;170;119;75;167;131;87
la 25 heinä 2015 15:00;71;126;0;324;107;221;273;6;135;232;182;107;75;144;114;139
la 25 heinä 2015 16:00;109;119;0;306;131;225;291;2;127;256;181;111;96;145;138;150
la 25 heinä 2015 17:00;82;106;0;194;110;205;213;1;122;227;134;122;81;117;107;149
la 25 heinä 2015 18:00;67;117;0;251;82;138;152;5;86;200;133;78;86;113;106;133
la 25 heinä 2015 19:00;52;57;0;124;78;144;126;6;77;180;92;63;44;92;57;123
la 25 heinä 2015 20:00;44;75;0;129;39;98;84;3;65;117;74;52;36;92;53;77
la 25 heinä 2015 21:00;40;62;0;87;38;65;67;1;71;83;58;62;44;55;37;64
la 25 heinä 2015 22:00;16;46;0;67;25;67;31;0;32;56;58;54;26;41;43;45
la 25 heinä 2015 23:00;20;14;0;35;8;52;17;0;23;52;56;57;24;29;35;20
su 26 heinä 2015 00:00;12;17;0;41;2;28;12;0;11;41;48;57;27;21;25;11
su 26 heinä 2015 01:00;4;21;0;16;1;20;12;0;14;20;51;49;9;7;27;7
su 26 heinä 2015 02:00;7;11;0;28;2;14;10;0;12;28;32;49;13;13;9;5
su 26 heinä 2015 03:00;4;9;0;11;2;11;3;0;4;27;27;19;14;15;11;1
su 26 heinä 2015 04:00;2;6;0;13;2;16;10;1;9;14;25;26;10;6;5;6
su 26 heinä 2015 05:00;4;4;0;7;1;9;4;0;4;3;9;10;3;2;11;13
su 26 heinä 2015 06:00;10;6;0;16;8;10;12;0;13;7;7;10;3;14;3;4
su 26 heinä 2015 07:00;14;7;0;14;7;7;16;0;18;8;13;2;10;16;3;11
su 26 heinä 2015 08:00;1;2;0;12;10;9;7;0;11;7;10;4;2;6;7;6
su 26 heinä 2015 09:00;6;5;0;13;7;9;6;0;12;17;10;3;7;11;11;5
su 26 heinä 2015 10:00;13;10;0;9;6;16;15;0;9;13;12;6;10;17;10;16
su 26 heinä 2015 11:00;3;9;0;19;8;21;16;0;10;22;24;9;8;9;17;22
su 26 heinä 2015 12:00;10;13;0;23;22;43;15;2;16;40;32;28;14;31;30;26
su 26 heinä 2015 13:00;23;28;0;36;21;48;38;1;33;35;39;45;21;36;35;23
su 26 heinä 2015 14:00;34;34;0;63;27;64;43;2;42;86;45;37;27;47;41;47
su 26 heinä 2015 15:00;24;42;0;50;23;101;44;0;31;70;51;46;32;40;56;51
su 26 heinä 2015 16:00;12;40;0;50;30;88;60;1;35;88;64;43;24;55;42;53
su 26 heinä 2015 17:00;34;39;0;64;34;80;80;1;47;85;74;48;38;62;37;69
su 26 heinä 2015 18:00;46;54;0;104;56;89;99;4;69;110;78;58;44;84;50;40
su 26 heinä 2015 19:00;48;72;0;114;64;131;141;3;66;170;64;60;55;80;65;69
su 26 heinä 2015 20:00;36;52;0;102;51;90;101;1;64;144;65;38;35;43;48;58
su 26 heinä 2015 21:00;15;18;0;53;26;35;62;1;36;65;38;44;26;67;21;36
su 26 heinä 2015 22:00;24;20;0;23;18;31;35;1;29;49;29;21;10;37;13;19
su 26 heinä 2015 23:00;7;7;0;24;7;26;12;0;10;21;22;32;7;17;19;9
ma 27 heinä 2015 00:00;1;4;0;12;5;16;5;0;5;18;17;8;4;8;10;9
ma 27 heinä 2015 01:00;5;2;0;9;1;5;0;0;5;5;4;7;2;4;9;2
ma 27 heinä 2015 02:00;2;0;0;4;0;3;2;0;3;8;1;7;0;2;1;4
ma 27 heinä 2015 03:00;0;2;0;2;3;3;1;0;1;1;5;5;1;1;2;3
ma 27 heinä 2015 04:00;2;2;0;17;2;4;1;0;1;1;7;5;3;5;0;2
ma 27 heinä 2015 05:00;20;5;0;34;8;15;5;0;12;12;13;11;6;29;8;16
ma 27 heinä 2015 06:00;106;45;0;111;55;66;65;3;97;79;49;16;38;146;18;68
ma 27 heinä 2015 07:00;212;131;0;201;145;148;184;0;211;166;113;27;89;290;72;223
ma 27 heinä 2015 08:00;188;167;0;242;143;218;179;0;171;305;214;56;147;297;139;166
ma 27 heinä 2015 09:00;83;107;0;133;80;181;113;1;87;194;145;61;82;118;130;125
ma 27 heinä 2015 10:00;54;79;0;100;66;98;82;1;66;143;115;48;46;89;73;118
ma 27 heinä 2015 11:00;53;78;0;159;53;136;82;4;79;158;116;81;51;96;89;108
ma 27 heinä 2015 12:00;62;93;0;149;51;133;148;1;79;165;179;79;68;111;117;141
ma 27 heinä 2015 13:00;59;112;0;146;60;122;97;3;87;206;172;100;65;121;114;114
ma 27 heinä 2015 14:00;85;79;0;159;51;151;117;2;107;191;147;75;58;119;110;191
ma 27 heinä 2015 15:00;157;148;0;265;124;186;199;3;170;270;233;97;101;215;134;194
ma 27 heinä 2015 16:00;232;237;0;366;182;267;246;3;237;409;350;130;158;376;236;375
ma 27 heinä 2015 17:00;175;207;0;327;175;293;265;6;237;403;269;137;179;273;217;242
ma 27 heinä 2015 18:00;143;141;0;308;147;282;244;1;143;332;209;147;130;173;167;277
ma 27 heinä 2015 19:00;85;134;0;267;150;227;265;5;144;265;171;110;104;129;149;218
ma 27 heinä 2015 20:00;68;95;0;232;86;171;193;11;102;175;134;115;127;129;84;73
ma 27 heinä 2015 21:00;53;65;0;185;46;113;150;1;91;130;98;74;59;88;59;68
ma 27 heinä 2015 22:00;37;24;0;83;33;61;81;2;50;81;58;49;37;53;44;59
ma 27 heinä 2015 23:00;10;17;0;45;9;33;20;0;18;50;43;35;15;30;27;19
ti 28 heinä 2015 00:00;4;3;0;18;4;22;12;0;12;12;18;26;14;10;12;19
ti 28 heinä 2015 01:00;2;7;0;16;4;12;6;1;2;6;22;23;6;2;5;13
ti 28 heinä 2015 02:00;3;1;0;10;1;10;1;0;5;4;9;9;4;6;1;4
ti 28 heinä 2015 03:00;1;4;0;13;0;7;4;0;4;3;6;5;13;3;3;1
ti 28 heinä 2015 04:00;4;2;0;10;3;4;4;0;2;5;11;9;0;8;2;0
ti 28 heinä 2015 05:00;25;14;0;40;6;18;10;0;11;14;16;11;11;41;6;12
ti 28 heinä 2015 06:00;120;56;0;138;65;76;80;0;109;97;55;22;50;172;26;128
ti 28 heinä 2015 07:00;241;143;0;264;170;166;200;3;227;219;127;26;96;352;93;185
ti 28 heinä 2015 08:00;194;177;0;288;175;251;182;0;186;356;218;75;144;330;174;249
ti 28 heinä 2015 09:00;93;134;0;179;103;163;138;3;124;260;171;61;98;171;150;156
ti 28 heinä 2015 10:00;62;93;0;145;67;156;130;2;72;173;130;66;65;120;95;166
ti 28 heinä 2015 11:00;70;100;0;193;81;206;152;3;83;200;153;73;85;114;115;153
ti 28 heinä 2015 12:00;68;103;0;261;74;203;177;1;105;234;182;92;85;140;150;146
ti 28 heinä 2015 13:00;62;103;0;206;57;179;204;4;105;219;156;108;77;125;112;124
ti 28 heinä 2015 14:00;86;136;0;227;97;209;234;3;121;255;200;121;110;189;132;123
ti 28 heinä 2015 15:00;177;210;0;375;184;255;368;4;232;330;249;135;136;297;189;313
ti 28 heinä 2015 16:00;290;283;0;516;260;368;358;11;333;629;471;214;206;465;258;233
ti 28 heinä 2015 17:00;203;264;0;414;206;356;309;4;224;685;395;192;218;334;233;329
ti 28 heinä 2015 18:00;154;204;0;352;166;331;308;2;199;492;309;170;155;227;154;271
ti 28 heinä 2015 19:00;104;177;1;286;134;241;338;0;176;499;289;187;120;192;108;279
ti 28 heinä 2015 20:00;94;127;0;264;117;199;229;1;134;342;227;134;116;165;120;202
ti 28 heinä 2015 21:00;63;65;0;186;69;109;167;3;116;167;144;97;84;119;71;100
ti 28 heinä 2015 22:00;41;36;0;76;28;72;66;1;58;97;78;66;39;61;33;55
ti 28 heinä 2015 23:00;17;25;0;56;8;54;24;1;18;66;62;46;11;28;30;32
ke 29 heinä 2015 00:00;5;11;0;35;7;26;4;1;9;22;23;31;12;12;12;9
ke 29 heinä 2015 01:00;5;8;0;8;3;14;5;1;5;12;16;23;6;9;7;4
ke 29 heinä 2015 02:00;6;8;0;8;0;5;2;0;6;5;5;20;4;8;3;5
ke 29 heinä 2015 03:00;1;4;0;3;1;1;0;0;0;2;2;8;3;7;2;2
ke 29 heinä 2015 04:00;6;5;0;12;2;2;0;0;1;1;5;4;3;4;2;1
ke 29 heinä 2015 05:00;18;11;0;36;8;23;7;0;12;7;13;13;9;38;5;8
ke 29 heinä 2015 06:00;108;52;0;123;70;58;68;0;107;85;67;18;41;141;27;65
ke 29 heinä 2015 07:00;201;120;0;242;153;174;189;0;219;189;127;34;85;312;89;138
ke 29 heinä 2015 08:00;182;199;0;278;154;223;180;11;207;312;210;57;123;325;170;234
ke 29 heinä 2015 09:00;90;112;0;167;98;175;133;0;122;255;176;55;106;166;156;169
ke 29 heinä 2015 10:00;40;75;0;125;62;138;92;0;72;165;115;69;45;86;99;90
ke 29 heinä 2015 11:00;58;93;0;175;59;187;129;0;93;166;179;81;71;110;122;93
ke 29 heinä 2015 12:00;67;107;0;189;91;151;167;0;95;273;213;103;76;101;147;70
ke 29 heinä 2015 13:00;55;102;0;170;157;204;199;1;108;217;174;132;63;123;149;123
ke 29 heinä 2015 14:00;87;116;0;228;110;313;222;0;151;240;191;124;93;172;156;190
ke 29 heinä 2015 15:00;173;163;0;345;179;229;291;6;240;292;262;139;104;280;165;143
ke 29 heinä 2015 16:00;241;235;0;389;192;292;277;4;235;470;330;133;178;376;252;138
ke 29 heinä 2015 17:00;189;207;0;330;187;325;296;0;198;403;260;148;171;292;231;104
ke 29 heinä 2015 18:00;136;163;0;355;151;256;282;3;179;354;273;116;153;193;161;276
ke 29 heinä 2015 19:00;100;105;0;228;131;211;212;4;137;272;195;130;111;142;137;95
ke 29 heinä 2015 20:00;77;109;0;209;89;201;194;1;122;198;144;109;88;138;104;67
ke 29 heinä 2015 21:00;74;75;0;174;76;169;136;6;109;180;118;99;82;157;77;94
ke 29 heinä 2015 22:00;30;35;0;94;24;72;70;3;44;96;64;49;41;75;54;17
ke 29 heinä 2015 23:00;14;20;0;40;12;44;21;0;18;53;45;58;24;35;41;8
to 30 heinä 2015 00:00;8;20;0;32;5;40;14;1;12;34;38;38;8;15;32;12
to 30 heinä 2015 01:00;4;6;0;27;6;10;5;0;5;12;22;29;10;7;11;10
to 30 heinä 2015 02:00;8;4;1;6;0;13;5;0;3;7;16;23;1;11;3;7
to 30 heinä 2015 03:00;1;2;0;3;3;8;1;0;3;3;12;13;6;0;8;2
to 30 heinä 2015 04:00;4;4;0;12;4;8;4;0;4;3;11;9;3;3;2;4
to 30 heinä 2015 05:00;21;10;0;21;7;8;5;0;7;10;6;8;8;27;9;5
to 30 heinä 2015 06:00;79;32;0;102;47;54;57;0;93;73;43;18;31;113;15;24
to 30 heinä 2015 07:00;156;106;0;202;107;147;157;0;153;180;106;28;75;239;76;191
to 30 heinä 2015 08:00;167;164;0;223;96;203;180;3;138;280;174;60;123;271;153;182
to 30 heinä 2015 09:00;93;116;0;149;62;184;121;4;87;206;148;76;87;168;143;148
to 30 heinä 2015 10:00;47;55;0;123;41;150;97;0;69;159;128;61;36;81;76;37
to 30 heinä 2015 11:00;56;88;0;114;54;136;96;1;57;161;150;91;72;70;98;79
to 30 heinä 2015 12:00;45;91;0;140;56;154;134;2;82;156;149;79;54;80;144;37
to 30 heinä 2015 13:00;47;55;1;118;49;127;81;4;55;141;146;109;67;89;124;55
to 30 heinä 2015 14:00;57;91;0;119;53;153;110;0;89;145;141;89;57;112;102;102
to 30 heinä 2015 15:00;142;149;0;243;105;208;201;2;189;233;257;101;87;228;137;190
to 30 heinä 2015 16:00;180;200;0;311;160;266;238;2;204;371;290;130;142;323;228;217
to 30 heinä 2015 17:00;147;173;0;297;118;258;211;1;172;317;289;136;135;223;202;269
to 30 heinä 2015 18:00;73;103;0;192;76;185;142;4;115;241;202;105;107;123;125;138
to 30 heinä 2015 19:00;63;64;0;134;48;108;116;1;106;162;145;57;62;111;84;70
to 30 heinä 2015 20:00;51;61;1;88;40;97;80;2;58;104;90;53;63;84;53;60
to 30 heinä 2015 21:00;30;30;0;49;25;60;44;1;42;51;34;25;27;84;32;39
to 30 heinä 2015 22:00;22;11;0;22;10;27;23;1;22;39;24;26;26;34;24;13
to 30 heinä 2015 23:00;9;11;0;13;1;24;4;0;9;16;17;6;7;18;19;3
pe 31 heinä 2015 00:00;5;10;0;11;0;9;3;0;3;19;21;9;2;11;7;9
pe 31 heinä 2015 01:00;6;5;0;5;2;4;4;0;3;6;5;10;1;6;8;1
pe 31 heinä 2015 02:00;2;1;0;7;0;4;0;0;0;3;7;6;2;3;1;2
pe 31 heinä 2015 03:00;2;4;0;5;0;1;0;0;0;0;4;5;0;3;0;1
pe 31 heinä 2015 04:00;4;4;0;6;3;7;1;0;2;1;6;2;2;8;0;2
pe 31 heinä 2015 05:00;16;9;0;22;5;13;10;0;13;5;6;8;6;26;8;13
pe 31 heinä 2015 06:00;61;23;0;70;38;51;54;1;72;56;33;13;29;91;13;75
pe 31 heinä 2015 07:00;126;85;0;140;77;102;112;0;129;108;78;21;56;194;66;86
pe 31 heinä 2015 08:00;125;132;0;143;70;128;101;0;89;175;128;40;90;187;111;96
pe 31 heinä 2015 09:00;65;90;0;100;42;135;93;1;57;154;107;43;52;95;98;105
pe 31 heinä 2015 10:00;45;47;0;69;33;114;67;0;50;120;82;56;27;56;70;115
pe 31 heinä 2015 11:00;26;67;0;117;40;118;75;3;58;151;97;58;47;64;82;66
pe 31 heinä 2015 12:00;31;65;0;118;41;89;94;2;66;144;150;71;33;68;94;86
pe 31 heinä 2015 13:00;42;48;0;84;52;108;55;0;63;104;98;55;47;62;65;65
pe 31 heinä 2015 14:00;49;70;0;77;46;80;83;0;56;89;88;56;43;94;65;26
pe 31 heinä 2015 15:00;98;107;0;138;63;120;88;0;91;153;134;75;58;175;92;60
pe 31 heinä 2015 16:00;128;128;0;183;106;154;140;1;156;213;172;71;79;205;107;206
pe 31 heinä 2015 17:00;81;111;0;131;68;162;120;1;104;179;169;105;90;136;120;188
pe 31 heinä 2015 18:00;62;88;0;122;60;155;93;0;88;151;147;89;81;96;104;179
pe 31 heinä 2015 19:00;45;58;0;113;54;110;110;0;76;133;133;90;48;77;77;98
pe 31 heinä 2015 20:00;31;56;0;97;44;100;93;0;66;101;106;76;50;60;45;68
pe 31 heinä 2015 21:00;36;40;0;84;26;74;55;2;49;76;72;63;30;62;53;68
pe 31 heinä 2015 22:00;11;31;0;46;12;56;45;3;23;80;57;49;22;38;32;39
pe 31 heinä 2015 23:00;11;26;0;39;10;60;10;0;21;52;58;39;15;28;40;21
la 1 elo 2015 00:00;6;17;0;20;4;30;5;0;15;36;38;40;4;14;40;23
la 1 elo 2015 01:00;6;9;2;23;4;21;12;0;10;28;26;32;15;13;25;13
la 1 elo 2015 02:00;7;5;0;15;1;11;3;0;5;18;19;32;5;5;10;10
la 1 elo 2015 03:00;0;7;0;15;2;8;5;0;2;11;12;18;8;4;10;2
la 1 elo 2015 04:00;1;4;0;9;2;16;0;0;3;5;11;27;1;5;3;10
la 1 elo 2015 05:00;6;6;0;10;5;12;3;0;1;8;10;12;7;6;8;13
la 1 elo 2015 06:00;10;4;0;18;10;11;14;0;17;13;12;5;8;24;4;14
la 1 elo 2015 07:00;19;12;0;40;19;23;31;0;25;25;20;7;8;33;7;19
la 1 elo 2015 08:00;27;20;0;44;23;41;38;0;21;52;35;16;17;41;23;38
la 1 elo 2015 09:00;36;43;0;76;45;81;79;0;51;83;54;45;33;66;44;61
la 1 elo 2015 10:00;43;47;0;155;57;118;120;5;61;143;103;50;61;78;67;50
la 1 elo 2015 11:00;61;62;0;203;105;203;193;1;102;190;135;96;86;112;83;108
la 1 elo 2015 12:00;74;81;0;254;106;218;297;5;136;264;175;107;108;130;141;84
la 1 elo 2015 13:00;81;108;0;238;140;236;250;4;133;274;188;113;87;144;147;192
la 1 elo 2015 14:00;102;104;0;250;155;264;274;3;122;237;191;150;155;142;120;230
la 1 elo 2015 15:00;87;109;0;234;106;283;254;6;120;217;191;140;93;145;129;174
la 1 elo 2015 16:00;83;101;3;259;117;207;221;3;102;237;168;157;70;131;132;195
la 1 elo 2015 17:00;75;107;0;219;70;182;168;3;91;190;161;131;91;137;115;103
la 1 elo 2015 18:00;62;95;0;227;68;152;128;1;88;175;143;133;71;125;114;86
la 1 elo 2015 19:00;41;63;0;152;51;118;107;0;98;108;139;99;59;72;68;85
la 1 elo 2015 20:00;28;46;0;92;43;84;59;2;66;110;90;107;30;44;66;78
la 1 elo 2015 21:00;23;42;0;98;36;64;35;0;51;69;55;66;24;76;43;69
la 1 elo 2015 22:00;26;16;1;84;17;43;33;0;28;70;67;70;27;49;42;57
la 1 elo 2015 23:00;17;21;1;58;11;59;16;0;22;70;66;95;11;38;48;19
su 2 elo 2015 00:00;20;25;0;45;5;26;6;0;24;44;73;80;9;31;37;16
su 2 elo 2015 01:00;3;24;0;40;3;29;4;1;8;26;35;76;10;18;32;12
su 2 elo 2015 02:00;14;6;0;41;3;26;13;1;7;24;34;42;4;29;27;21
su 2 elo 2015 03:00;3;12;0;20;1;17;5;0;5;22;25;39;8;8;16;12
su 2 elo 2015 04:00;4;10;0;13;4;15;1;0;8;15;23;27;7;5;8;2
su 2 elo 2015 05:00;6;4;0;8;3;9;5;0;0;6;10;19;4;6;6;1
su 2 elo 2015 06:00;15;6;0;19;10;13;8;0;18;16;16;14;6;18;7;12
su 2 elo 2015 07:00;14;8;0;25;11;14;29;0;26;19;4;9;9;26;14;14
su 2 elo 2015 08:00;8;13;0;29;15;31;26;0;23;37;15;7;14;23;16;39
su 2 elo 2015 09:00;33;37;0;93;30;56;68;1;44;62;39;16;25;35;46;61
su 2 elo 2015 10:00;48;36;2;128;64;100;117;2;61;111;63;39;63;93;63;102
su 2 elo 2015 11:00;51;68;0;173;78;139;167;0;70;170;116;40;72;119;76;133
su 2 elo 2015 12:00;64;53;0;170;75;165;221;3;102;200;129;69;88;92;95;163
su 2 elo 2015 13:00;95;97;0;203;100;175;221;1;98;205;147;65;74;145;101;176
su 2 elo 2015 14:00;70;94;0;207;89;171;194;4;102;228;146;100;96;119;109;111
su 2 elo 2015 15:00;58;90;0;205;83;176;211;1;71;190;154;74;59;96;108;163
su 2 elo 2015 16:00;47;93;0;184;69;167;164;3;88;197;133;101;74;100;73;153
su 2 elo 2015 17:00;55;87;0;142;95;161;164;0;96;207;125;86;72;96;86;122
su 2 elo 2015 18:00;65;89;0;237;93;166;219;3;137;257;112;89;76;123;88;117
su 2 elo 2015 19:00;64;87;2;188;103;110;209;1;95;205;102;96;68;133;77;90
su 2 elo 2015 20:00;64;59;0;129;79;93;115;4;84;154;72;64;62;81;54;105
su 2 elo 2015 21:00;37;41;0;128;30;79;94;2;58;100;56;41;39;49;38;56
su 2 elo 2015 22:00;20;18;0;63;12;38;27;1;24;57;50;51;19;42;23;32
su 2 elo 2015 23:00;11;14;0;21;3;23;9;1;7;45;9;27;15;15;22;12
ma 3 elo 2015 00:00;2;9;0;13;2;10;4;0;9;33;19;32;3;9;14;2
ma 3 elo 2015 01:00;0;2;0;9;1;12;1;0;4;7;6;15;4;3;6;2
ma 3 elo 2015 02:00;1;0;0;6;1;7;0;0;2;3;6;8;1;4;6;3
ma 3 elo 2015 03:00;0;0;1;2;0;5;1;0;2;4;3;5;1;1;1;1
ma 3 elo 2015 04:00;2;4;0;6;2;5;2;0;3;3;7;6;2;8;3;5
ma 3 elo 2015 05:00;25;7;0;40;12;26;15;0;18;17;26;10;14;40;8;17
ma 3 elo 2015 06:00;155;42;0;155;90;100;86;0;125;103;69;17;55;191;37;103
ma 3 elo 2015 07:00;307;183;0;356;231;275;265;0;340;273;181;41;155;444;122;188
ma 3 elo 2015 08:00;314;265;0;457;241;438;316;1;305;566;330;72;241;489;262;481
ma 3 elo 2015 09:00;107;197;0;215;124;259;194;2;164;323;260;77;133;231;205;340
ma 3 elo 2015 10:00;75;100;0;141;68;153;115;1;89;182;142;83;82;141;114;190
ma 3 elo 2015 11:00;59;122;1;169;52;171;118;1;94;153;141;108;63;105;126;154
ma 3 elo 2015 12:00;66;100;1;189;65;154;157;0;89;197;219;77;78;129;139;193
ma 3 elo 2015 13:00;53;102;0;183;74;178;223;2;95;221;221;120;72;125;129;95
ma 3 elo 2015 14:00;87;154;0;228;78;228;205;1;148;252;226;117;84;164;157;222
ma 3 elo 2015 15:00;237;224;1;403;210;304;309;3;285;401;344;160;147;381;231;296
ma 3 elo 2015 16:00;356;326;0;538;287;472;414;8;367;642;450;146;249;569;334;571
ma 3 elo 2015 17:00;276;299;0;478;267;463;372;6;304;618;405;170;255;396;286;224
ma 3 elo 2015 18:00;160;200;0;360;203;324;331;5;207;441;271;145;193;228;207;252
ma 3 elo 2015 19:00;126;145;0;269;143;227;328;12;165;338;198;135;147;194;145;135
ma 3 elo 2015 20:00;85;114;0;230;120;227;282;6;131;266;224;105;124;161;99;53
ma 3 elo 2015 21:00;67;73;0;172;62;149;155;3;89;159;85;63;94;95;70;98
ma 3 elo 2015 22:00;33;27;0;69;18;83;70;0;55;90;53;43;28;77;41;36
ma 3 elo 2015 23:00;10;19;0;26;9;32;17;0;13;52;56;43;11;32;21;34
ti 4 elo 2015 00:00;11;3;0;13;2;17;5;0;9;15;29;17;8;15;13;15
ti 4 elo 2015 01:00;2;5;0;4;3;6;2;0;2;8;10;11;7;9;5;3
ti 4 elo 2015 02:00;8;1;0;2;0;4;1;0;1;8;3;18;1;5;2;1
ti 4 elo 2015 03:00;0;0;0;8;0;5;2;0;0;3;4;6;1;1;0;3
ti 4 elo 2015 04:00;1;2;0;14;1;5;4;0;2;4;11;7;4;5;0;4
ti 4 elo 2015 05:00;29;6;0;44;14;26;19;0;16;18;27;20;11;46;9;21
ti 4 elo 2015 06:00;167;62;0;183;102;106;95;1;142;126;66;23;69;239;46;137
ti 4 elo 2015 07:00;345;200;0;426;276;336;311;3;366;334;193;44;180;506;130;261
ti 4 elo 2015 08:00;335;327;0;506;280;476;389;4;376;636;345;89;291;581;304;285
ti 4 elo 2015 09:00;140;198;0;272;140;299;182;5;178;383;305;109;143;259;248;298
ti 4 elo 2015 10:00;67;102;1;163;88;170;142;0;103;252;163;65;77;135;121;181
ti 4 elo 2015 11:00;77;121;0;208;80;184;175;0;94;256;201;89;79;124;158;79
ti 4 elo 2015 12:00;65;105;2;206;125;166;235;7;133;246;221;118;92;124;161;116
ti 4 elo 2015 13:00;69;89;0;203;102;193;214;7;126;222;221;123;80;159;158;136
ti 4 elo 2015 14:00;103;134;0;252;122;206;261;4;136;285;252;140;97;186;176;154
ti 4 elo 2015 15:00;281;238;0;463;229;326;378;6;309;461;358;152;185;449;241;340
ti 4 elo 2015 16:00;407;390;0;663;361;537;492;13;436;709;546;173;285;635;359;629
ti 4 elo 2015 17:00;278;267;1;586;298;519;501;19;402;622;413;185;291;416;316;497
ti 4 elo 2015 18:00;163;190;3;428;224;392;389;20;235;450;323;189;209;285;242;249
ti 4 elo 2015 19:00;115;165;0;330;165;270;377;25;234;327;258;127;162;200;162;269
ti 4 elo 2015 20:00;101;139;0;310;161;276;317;9;185;271;177;152;123;183;119;179
ti 4 elo 2015 21:00;63;99;0;221;87;157;181;7;103;194;108;99;88;125;86;137
ti 4 elo 2015 22:00;47;36;0;123;23;109;78;3;55;103;83;66;50;72;51;33
ti 4 elo 2015 23:00;14;33;0;43;9;36;23;3;18;45;56;51;18;25;32;10
ke 5 elo 2015 00:00;8;13;1;28;10;24;6;0;14;16;26;35;17;21;15;17
ke 5 elo 2015 01:00;1;5;0;5;5;8;5;2;4;10;16;13;5;3;2;8
ke 5 elo 2015 02:00;2;5;1;6;1;6;1;0;1;3;11;15;2;1;3;3
ke 5 elo 2015 03:00;0;3;0;3;3;2;1;1;0;3;5;14;0;1;1;2
ke 5 elo 2015 04:00;4;3;0;13;2;4;2;0;1;5;12;5;2;4;1;5
ke 5 elo 2015 05:00;32;8;0;41;17;29;19;0;20;10;18;17;11;60;12;22
ke 5 elo 2015 06:00;177;61;0;178;81;133;103;3;140;140;71;22;54;209;44;152
ke 5 elo 2015 07:00;340;193;0;444;271;315;311;18;369;321;193;45;171;492;135;388
ke 5 elo 2015 08:00;314;327;0;502;275;444;376;68;360;594;360;107;274;537;320;559
ke 5 elo 2015 09:00;138;208;0;236;144;318;200;46;154;356;290;96;167;231;229;376
ke 5 elo 2015 10:00;68;124;0;176;78;146;143;23;93;223;188;91;88;147;137;216
ke 5 elo 2015 11:00;77;125;0;223;132;182;197;31;72;190;180;96;78;138;143;216
ke 5 elo 2015 12:00;81;99;0;236;88;203;178;49;107;290;207;115;86;130;173;195
ke 5 elo 2015 13:00;80;137;5;237;153;234;227;38;100;220;227;103;70;142;172;211
ke 5 elo 2015 14:00;122;148;0;281;108;242;267;76;126;269;216;130;96;195;198;248
ke 5 elo 2015 15:00;243;266;0;527;239;376;426;112;272;439;365;153;206;405;237;450
ke 5 elo 2015 16:00;425;397;1;672;344;529;557;178;338;698;497;192;287;618;328;643
ke 5 elo 2015 17:00;243;345;0;595;280;477;579;142;280;607;406;176;290;415;356;532
ke 5 elo 2015 18:00;197;187;0;486;185;371;429;133;208;435;357;168;204;257;241;374
ke 5 elo 2015 19:00;97;181;0;400;163;308;335;74;170;332;264;137;152;212;186;306
ke 5 elo 2015 20:00;83;114;0;289;104;222;257;68;105;240;217;130;106;179;136;209
ke 5 elo 2015 21:00;36;53;0;193;61;131;117;53;70;148;126;97;85;90;72;141
ke 5 elo 2015 22:00;39;31;0;102;29;112;53;25;37;80;115;70;31;74;66;79
ke 5 elo 2015 23:00;11;22;0;36;11;35;18;13;12;34;42;38;18;34;40;22
to 6 elo 2015 00:00;8;13;0;29;2;13;10;2;8;16;32;20;9;20;22;15
